product_id,name,category,brand,price,rating,description,tags
PRD300,Butterfly Electric Kettle Max,Home & Kitchen,Butterfly,1761.0,4.5,Butterfly Electric Kettle Max. Rapid boil electric kettle with a 1 litre capacity and auto shut off. Dishwasher safe and easy to clean after heavy Indian cooking. Compact enough to store on a regular kitchen shelf.,kettle electric kitchen tea coffee boil butterfly electric kettle
PRD301,Boult Power Bank Classic,Electronics,Boult,813.0,3.3,Boult Power Bank Classic. Fast charging power bank with 16000mAh capacity and dual output ports. Tuned for punchy bass with a clear mid range for podcasts and calls. Type C fast charging gives a full day of use from a ten minute top up.,powerbank charger battery portable fast boult power bank
PRD302,Penguin Self-Help Book Max,Books,Penguin,361.0,4.3,Penguin Self-Help Book Max. A practical self help book on building habits that actually stick. Includes an index and suggestions for further reading. Printed on quality paper with a durable perfect bound spine.,book selfhelp habits reading motivation penguin self-help book
PRD303,Boult Wired Earphones M404,Electronics,Boult,392.0,3.7,"Boult Wired Earphones M404. In ear wired earphones with a moulded fit, tangle free cable and inline mic. Tuned for punchy bass with a clear mid range for podcasts and calls. Comes with a one year manufacturer warranty and free doorstep service.",earphones wired audio music mic boult wired earphones
PRD304,Campus Badminton Racquet 2.0,Sports,Campus,1385.0,4.5,Campus Badminton Racquet 2.0. Lightweight graphite badminton racquet strung and ready to play. Comes with a carry bag for easy storage and transport. Built for daily training as well as weekend matches.,badminton racquet sports graphite game campus badminton racquet
PRD305,Bloomsbury Cookbook,Books,Bloomsbury,1199.0,3.4,Bloomsbury Cookbook. A regional Indian cookbook with 80 tested home style recipes and cooking tips. Draws on interviews and primary research throughout. Compact paperback edition that travels well.,book cookbook cooking recipes kitchen gift bloomsbury cookbook
PRD306,Wonderchef Electric Kettle 2.0,Home & Kitchen,Wonderchef,732.0,3.8,Wonderchef Electric Kettle 2.0. Rapid boil electric kettle with a 1 litre capacity and auto shut off. Compact enough to store on a regular kitchen shelf. Backed by a replacement guarantee against manufacturing defects.,kettle electric kitchen tea coffee boil wonderchef electric kettle
PRD307,Rupa Cookbook Max,Books,Rupa,1199.0,3.6,"Rupa Cookbook Max. A regional Indian cookbook with 70 tested home style recipes and cooking tips. Widely recommended by readers and reviewers alike. Written in clear, accessible language for the general reader.",book cookbook cooking recipes kitchen gift rupa cookbook
PRD308,Decathlon Badminton Racquet Max,Sports,Decathlon,1488.0,3.2,Decathlon Badminton Racquet Max. Lightweight graphite badminton racquet strung and ready to play. Durable materials that survive a full season of use. Suits beginners while still holding up for regular players.,badminton racquet sports graphite game decathlon badminton racquet
PRD309,Boult Wired Earphones Max,Electronics,Boult,1127.0,3.7,"Boult Wired Earphones Max. In ear wired earphones with a moulded fit, tangle free cable and inline mic. Comes with a one year manufacturer warranty and free doorstep service. Designed and tested in India for daily commute use.",earphones wired audio music mic boult wired earphones
PRD310,Decathlon Yoga Mat Max,Sports,Decathlon,2499.0,4.4,"Decathlon Yoga Mat Max. Anti skid yoga mat, 7mm thick with a textured grip surface and carry strap. Comes with a carry bag for easy storage and transport. Sweat resistant finish wipes clean after every session.",yoga mat fitness exercise antiskid decathlon yoga mat
PRD311,Nike Yoga Mat 2.0,Sports,Nike,876.0,3.9,"Nike Yoga Mat 2.0. Anti skid yoga mat, 4mm thick with a textured grip surface and carry strap. Sweat resistant finish wipes clean after every session. Durable materials that survive a full season of use.",yoga mat fitness exercise antiskid nike yoga mat
PRD312,Nike Dumbbell Set 2.0,Sports,Nike,3499.0,4.6,Nike Dumbbell Set 2.0. PVC coated dumbbell set of 9kg pairs with a knurled grip. Sweat resistant finish wipes clean after every session. Suits beginners while still holding up for regular players.,dumbbell fitness gym weights exercise nike dumbbell set
PRD313,Milton Bedsheet Set Lite,Home & Kitchen,Milton,2090.0,4.3,"Milton Bedsheet Set Lite. Cotton double bedsheet with 2 pillow covers, soft weave and colourfast dye. A practical gift for a new home or a wedding. Dishwasher safe and easy to clean after heavy Indian cooking.",bedsheet cotton home bedroom milton bedsheet set
PRD314,Boult Wired Earphones M415,Electronics,Boult,422.0,4.8,"Boult Wired Earphones M415. In ear wired earphones with a moulded fit, tangle free cable and inline mic. Tuned for punchy bass with a clear mid range for podcasts and calls. Lightweight build that slips easily into a laptop bag or jacket pocket.",earphones wired audio music mic boult wired earphones
PRD315,Prestige Bedsheet Set 2.0,Home & Kitchen,Prestige,668.0,3.7,"Prestige Bedsheet Set 2.0. Cotton double bedsheet with 2 pillow covers, soft weave and colourfast dye. Dishwasher safe and easy to clean after heavy Indian cooking. Ergonomic handle stays cool while cooking.",bedsheet cotton home bedroom prestige bedsheet set
PRD316,Milton Non-Stick Tawa Classic,Home & Kitchen,Milton,458.0,4.1,"Milton Non-Stick Tawa Classic. Non stick tawa with a heat resistant handle, perfect for rotis and dosas. A practical gift for a new home or a wedding. Compact enough to store on a regular kitchen shelf.",tawa kitchen cooking nonstick pan milton non-stick tawa
PRD317,Butterfly Bedsheet Set 2.0 M418,Home & Kitchen,Butterfly,2280.0,4.7,"Butterfly Bedsheet Set 2.0 M418. Cotton double bedsheet with 2 pillow covers, soft weave and colourfast dye. Dishwasher safe and easy to clean after heavy Indian cooking. A practical gift for a new home or a wedding.",bedsheet cotton home bedroom butterfly bedsheet set
PRD318,Westland Self-Help Book Classic,Books,Westland,448.0,4.6,"Westland Self-Help Book Classic. A practical self help book on building habits that actually stick. Written in clear, accessible language for the general reader. A thoughtful gift for a curious friend or a student.",book selfhelp habits reading motivation westland self-help book
PRD319,Peter England Formal Shirt Pro,Fashion,Peter England,1416.0,3.4,Peter England Formal Shirt Pro. Wrinkle resistant formal shirt in a slim fit with a spread collar. Available in a regular fit that suits most Indian body types. Reinforced stitching at stress points for a longer life.,shirt formal office clothing slim peter england formal shirt
PRD320,Mi USB-C Cable Max,Electronics,Mi,313.0,3.5,Mi USB-C Cable Max. Braided USB C fast charging cable rated for 70W with reinforced connectors. Environment noise cancellation makes voice calls clear on busy streets. Comes with a one year manufacturer warranty and free doorstep service.,cable usbc charging fast braided mi usb-c cable
PRD321,Himalaya Face Wash Plus,Beauty,Himalaya,237.0,4.3,Himalaya Face Wash Plus. Gentle daily face wash with neem and aloe for oil control and clear skin. Travel friendly pack that fits in a handbag. Dermatologically tested and suitable for sensitive skin.,facewash skincare beauty cleanser daily himalaya face wash
PRD322,Puma Cricket Bat Pro,Sports,Puma,1255.0,4.0,Puma Cricket Bat Pro. Kashmir willow cricket bat with a short handle and sturdy toe guard. Sweat resistant finish wipes clean after every session. Tested for grip on both indoor courts and rough outdoor surfaces.,cricket bat sports willow game puma cricket bat
PRD323,Woodland Cotton T-Shirt Plus,Fashion,Woodland,312.0,3.5,"Woodland Cotton T-Shirt Plus. Soft combed cotton t shirt with a round neck and colourfast print. Skin friendly dye, free from harsh azo chemicals. Available in a regular fit that suits most Indian body types.",tshirt cotton casual clothing comfortable woodland cotton t-shirt
PRD324,Allen Solly Formal Shirt Classic M425,Fashion,Allen Solly,843.0,3.2,Allen Solly Formal Shirt Classic M425. Wrinkle resistant formal shirt in a slim fit with a spread collar. Breathable weave keeps you cool through humid afternoons. Pairs easily with both formal trousers and weekend denim.,shirt formal office clothing slim allen solly formal shirt
PRD325,Puma Badminton Racquet,Sports,Puma,827.0,4.3,Puma Badminton Racquet. Lightweight graphite badminton racquet strung and ready to play. Built for daily training as well as weekend matches. Tested for grip on both indoor courts and rough outdoor surfaces.,badminton racquet sports graphite game puma badminton racquet
PRD326,Bata Running Shorts Max M427,Fashion,Bata,547.0,4.5,Bata Running Shorts Max M427. Quick dry running shorts with an elastic waistband and side pockets. Machine washable fabric that holds colour after repeated washes. Available in a regular fit that suits most Indian body types.,shorts running sports clothing quickdry bata running shorts
PRD327,OnePlus Bluetooth Mouse,Electronics,OnePlus,457.0,4.0,OnePlus Bluetooth Mouse. Silent click wireless mouse with adjustable DPI and 7 month battery life. Designed and tested in India for daily commute use. Comes with a one year manufacturer warranty and free doorstep service.,mouse wireless bluetooth computer silent oneplus bluetooth mouse
PRD328,Westland Children's Storybook,Books,Westland,163.0,3.7,"Westland Children's Storybook. An illustrated children's storybook with 29 short bedtime stories. Compact paperback edition that travels well. Written in clear, accessible language for the general reader.",book children stories illustrated reading westland children's storybook
PRD329,OnePlus Bluetooth Speaker Max,Electronics,OnePlus,1419.0,4.6,"OnePlus Bluetooth Speaker Max. Portable bluetooth speaker with 17 hour playback, deep bass and IPX6 splash resistance. Comes with a one year manufacturer warranty and free doorstep service. Pairs instantly over Bluetooth 5.3 and remembers the last two devices.",speaker bluetooth wireless audio bass portable oneplus bluetooth speaker
PRD330,Noise Buds VS104 Earbuds,Electronics,Noise,999.0,4.0,Budget true wireless earbuds offering 45 hours of battery life and instant pairing.,wireless bluetooth earbuds cheap battery budget
PRD331,Allen Solly Sports Sandals Classic,Fashion,Allen Solly,801.0,4.3,Allen Solly Sports Sandals Classic. Durable sports sandals with adjustable straps and a cushioned anti-skid sole. A staple piece that works from office desk to evening out. Available in a regular fit that suits most Indian body types.,sandals sports comfortable anti-skid outdoor allen solly sports sandals
PRD332,Biba Running Shorts 2.0,Fashion,Biba,597.0,4.2,"Biba Running Shorts 2.0. Quick dry running shorts with an elastic waistband and side pockets. Skin friendly dye, free from harsh azo chemicals. Breathable weave keeps you cool through humid afternoons.",shorts running sports clothing quickdry biba running shorts
PRD333,Wonderchef Storage Container Set,Home & Kitchen,Wonderchef,422.0,4.2,"Wonderchef Storage Container Set. Airtight storage container set of 7, stackable and dishwasher safe. Dishwasher safe and easy to clean after heavy Indian cooking. Works on gas stoves as well as induction cooktops.",container storage kitchen airtight set wonderchef storage container set
PRD334,Maybelline Kajal Pencil 2.0,Beauty,Maybelline,599.0,3.7,"Maybelline Kajal Pencil 2.0. Smudge proof kajal pencil with an intense matte black finish that lasts all day. A little goes a long way, so one pack lasts for months. Dermatologically tested and suitable for sensitive skin.",kajal makeup eyes beauty smudgeproof maybelline kajal pencil
PRD335,Nivea Face Wash,Beauty,Nivea,305.0,4.1,"Nivea Face Wash. Gentle daily face wash with neem and aloe for oil control and clear skin. Free from parabens, sulphates and mineral oil. Formulated for Indian weather, from dry winters to humid monsoons.",facewash skincare beauty cleanser daily nivea face wash
PRD336,Mi USB-C Cable,Electronics,Mi,185.0,4.7,Mi USB-C Cable. Braided USB C fast charging cable rated for 70W with reinforced connectors. Pairs instantly over Bluetooth 5.3 and remembers the last two devices. Tuned for punchy bass with a clear mid range for podcasts and calls.,cable usbc charging fast braided mi usb-c cable
PRD337,Boult Bluetooth Mouse Max,Electronics,Boult,482.0,4.7,Boult Bluetooth Mouse Max. Silent click wireless mouse with adjustable DPI and 9 month battery life. Designed and tested in India for daily commute use. Tuned for punchy bass with a clear mid range for podcasts and calls.,mouse wireless bluetooth computer silent boult bluetooth mouse
PRD338,Sparx Leather Belt Classic,Fashion,Sparx,711.0,4.8,Sparx Leather Belt Classic. Genuine leather belt with a brushed metal buckle and reversible strap. Available in a regular fit that suits most Indian body types. Machine washable fabric that holds colour after repeated washes.,belt leather accessory formal sparx leather belt
PRD339,OnePlus Power Bank Classic,Electronics,OnePlus,1061.0,4.7,OnePlus Power Bank Classic. Fast charging power bank with 20000mAh capacity and dual output ports. Pairs instantly over Bluetooth 5.3 and remembers the last two devices. Tuned for punchy bass with a clear mid range for podcasts and calls.,powerbank charger battery portable fast oneplus power bank
PRD340,Peter England Running Shorts 2.0 M441,Fashion,Peter England,1499.0,4.0,Peter England Running Shorts 2.0 M441. Quick dry running shorts with an elastic waistband and side pockets. Pairs easily with both formal trousers and weekend denim. Available in a regular fit that suits most Indian body types.,shorts running sports clothing quickdry peter england running shorts
PRD341,Noise USB-C Cable 2.0,Electronics,Noise,196.0,3.7,Noise USB-C Cable 2.0. Braided USB C fast charging cable rated for 90W with reinforced connectors. Environment noise cancellation makes voice calls clear on busy streets. Comes with a one year manufacturer warranty and free doorstep service.,cable usbc charging fast braided noise usb-c cable
PRD342,Westland Business Novel,Books,Westland,462.0,4.5,Westland Business Novel. A gripping business novel about ambition and failure in modern India. Compact paperback edition that travels well. Printed on quality paper with a durable perfect bound spine.,book fiction business reading novel westland business novel
PRD343,Hawkins Storage Container Set Pro,Home & Kitchen,Hawkins,805.0,3.9,"Hawkins Storage Container Set Pro. Airtight storage container set of 8, stackable and dishwasher safe. Compact enough to store on a regular kitchen shelf. Ergonomic handle stays cool while cooking.",container storage kitchen airtight set hawkins storage container set
PRD344,Lakme Face Wash Lite,Beauty,Lakme,222.0,4.2,Lakme Face Wash Lite. Gentle daily face wash with neem and aloe for oil control and clear skin. Travel friendly pack that fits in a handbag. Absorbs quickly without leaving a sticky residue.,facewash skincare beauty cleanser daily lakme face wash
PRD345,Prestige Pressure Cooker,Home & Kitchen,Prestige,4499.0,3.9,Prestige Pressure Cooker. Induction friendly pressure cooker with a 6 litre capacity and safety valve. A practical gift for a new home or a wedding. Compact enough to store on a regular kitchen shelf.,cooker kitchen cooking induction steel prestige pressure cooker
PRD346,Mi Smart Watch Plus,Electronics,Mi,2922.0,4.4,"Mi Smart Watch Plus. Smart watch with a 10 day battery, SpO2 tracking, heart rate monitor and call support. Comes with a one year manufacturer warranty and free doorstep service. Lightweight build that slips easily into a laptop bag or jacket pocket.",watch smartwatch fitness tracker battery mi smart watch
PRD347,Sparx Sports Sandals Plus,Fashion,Sparx,873.0,3.6,"Sparx Sports Sandals Plus. Durable sports sandals with adjustable straps and a cushioned anti-skid sole. Pairs easily with both formal trousers and weekend denim. Skin friendly dye, free from harsh azo chemicals.",sandals sports comfortable anti-skid outdoor sparx sports sandals
PRD348,Apple Bluetooth Speaker Classic,Electronics,Apple,2298.0,3.3,"Apple Bluetooth Speaker Classic. Portable bluetooth speaker with 23 hour playback, deep bass and IPX6 splash resistance. Designed and tested in India for daily commute use. Lightweight build that slips easily into a laptop bag or jacket pocket.",speaker bluetooth wireless audio bass portable apple bluetooth speaker
PRD349,Bloomsbury Data Science Guide,Books,Bloomsbury,864.0,4.5,"Bloomsbury Data Science Guide. A practical guide to data science with Python, covering pandas and machine learning. A thoughtful gift for a curious friend or a student. Includes an index and suggestions for further reading.",book python data science learning reading bloomsbury data science guide
PRD350,Borosil Pressure Cooker Pro,Home & Kitchen,Borosil,4499.0,3.7,Borosil Pressure Cooker Pro. Induction friendly pressure cooker with a 6 litre capacity and safety valve. Food grade stainless steel with no plastic in contact with food. A practical gift for a new home or a wedding.,cooker kitchen cooking induction steel borosil pressure cooker
PRD351,Noise Wired Earphones Plus,Electronics,Noise,344.0,4.3,"Noise Wired Earphones Plus. In ear wired earphones with a moulded fit, tangle free cable and inline mic. Environment noise cancellation makes voice calls clear on busy streets. Lightweight build that slips easily into a laptop bag or jacket pocket.",earphones wired audio music mic noise wired earphones
PRD352,Prestige Non-Stick Tawa Plus,Home & Kitchen,Prestige,460.0,4.1,"Prestige Non-Stick Tawa Plus. Non stick tawa with a heat resistant handle, perfect for rotis and dosas. Works on gas stoves as well as induction cooktops. Dishwasher safe and easy to clean after heavy Indian cooking.",tawa kitchen cooking nonstick pan prestige non-stick tawa
PRD353,Nivea Face Wash Plus,Beauty,Nivea,228.0,3.8,"Nivea Face Wash Plus. Gentle daily face wash with neem and aloe for oil control and clear skin. A little goes a long way, so one pack lasts for months. Dermatologically tested and suitable for sensitive skin.",facewash skincare beauty cleanser daily nivea face wash
PRD354,Apple Bluetooth Mouse Classic,Electronics,Apple,474.0,3.6,Apple Bluetooth Mouse Classic. Silent click wireless mouse with adjustable DPI and 7 month battery life. Tuned for punchy bass with a clear mid range for podcasts and calls. Designed and tested in India for daily commute use.,mouse wireless bluetooth computer silent apple bluetooth mouse
PRD355,Plum Hair Serum 2.0,Beauty,Plum,366.0,3.3,"Plum Hair Serum 2.0. Anti frizz hair serum with argan oil for smooth, shiny and manageable hair. Dermatologically tested and suitable for sensitive skin. Travel friendly pack that fits in a handbag.",serum hair beauty frizz argan plum hair serum
PRD356,Samsung USB-C Cable Plus M457,Electronics,Samsung,211.0,3.6,Samsung USB-C Cable Plus M457. Braided USB C fast charging cable rated for 40W with reinforced connectors. Designed and tested in India for daily commute use. Lightweight build that slips easily into a laptop bag or jacket pocket.,cable usbc charging fast braided samsung usb-c cable
PRD357,Milton Non-Stick Tawa Plus,Home & Kitchen,Milton,918.0,3.2,"Milton Non-Stick Tawa Plus. Non stick tawa with a heat resistant handle, perfect for rotis and dosas. Compact enough to store on a regular kitchen shelf. A practical gift for a new home or a wedding.",tawa kitchen cooking nonstick pan milton non-stick tawa
PRD358,Apple USB-C Cable Classic,Electronics,Apple,205.0,4.8,Apple USB-C Cable Classic. Braided USB C fast charging cable rated for 30W with reinforced connectors. Tuned for punchy bass with a clear mid range for podcasts and calls. Type C fast charging gives a full day of use from a ten minute top up.,cable usbc charging fast braided apple usb-c cable
PRD359,Milton Electric Kettle 2.0,Home & Kitchen,Milton,1125.0,3.4,Milton Electric Kettle 2.0. Rapid boil electric kettle with a 2 litre capacity and auto shut off. Backed by a replacement guarantee against manufacturing defects. Ergonomic handle stays cool while cooking.,kettle electric kitchen tea coffee boil milton electric kettle
PRD360,Decathlon Football Pro,Sports,Decathlon,2199.0,4.1,"Decathlon Football Pro. Machine stitched football with a durable rubber bladder, size 5. Built for daily training as well as weekend matches. Tested for grip on both indoor courts and rough outdoor surfaces.",football sports ball game outdoor decathlon football
PRD361,Allen Solly Leather Belt Pro,Fashion,Allen Solly,1073.0,4.7,Allen Solly Leather Belt Pro. Genuine leather belt with a brushed metal buckle and reversible strap. Available in a regular fit that suits most Indian body types. Pairs easily with both formal trousers and weekend denim.,belt leather accessory formal allen solly leather belt
PRD362,Wonderchef Storage Container Set M463,Home & Kitchen,Wonderchef,564.0,3.4,"Wonderchef Storage Container Set M463. Airtight storage container set of 9, stackable and dishwasher safe. Works on gas stoves as well as induction cooktops. A practical gift for a new home or a wedding.",container storage kitchen airtight set wonderchef storage container set
PRD363,Milton Steel Lunch Box Plus M464,Home & Kitchen,Milton,399.0,3.6,Milton Steel Lunch Box Plus M464. Leak proof stainless steel lunch box with 4 compartments and an insulated sleeve. Backed by a replacement guarantee against manufacturing defects. Compact enough to store on a regular kitchen shelf.,lunchbox steel kitchen tiffin insulated milton steel lunch box
PRD364,Realme Wired Earphones Pro,Electronics,Realme,769.0,4.5,"Realme Wired Earphones Pro. In ear wired earphones with a moulded fit, tangle free cable and inline mic. Tuned for punchy bass with a clear mid range for podcasts and calls. Pairs instantly over Bluetooth 5.3 and remembers the last two devices.",earphones wired audio music mic realme wired earphones
PRD365,Butterfly Electric Kettle Max M466,Home & Kitchen,Butterfly,960.0,3.4,Butterfly Electric Kettle Max M466. Rapid boil electric kettle with a 2 litre capacity and auto shut off. Food grade stainless steel with no plastic in contact with food. Works on gas stoves as well as induction cooktops.,kettle electric kitchen tea coffee boil butterfly electric kettle
PRD366,Sony Bluetooth Mouse Max,Electronics,Sony,1638.0,3.4,Sony Bluetooth Mouse Max. Silent click wireless mouse with adjustable DPI and 16 month battery life. Lightweight build that slips easily into a laptop bag or jacket pocket. Designed and tested in India for daily commute use.,mouse wireless bluetooth computer silent sony bluetooth mouse
PRD367,Realme Bluetooth Mouse Lite M468,Electronics,Realme,505.0,3.7,Realme Bluetooth Mouse Lite M468. Silent click wireless mouse with adjustable DPI and 13 month battery life. Pairs instantly over Bluetooth 5.3 and remembers the last two devices. Type C fast charging gives a full day of use from a ten minute top up.,mouse wireless bluetooth computer silent realme bluetooth mouse
PRD368,JBL Bluetooth Speaker,Electronics,JBL,955.0,4.3,"JBL Bluetooth Speaker. Portable bluetooth speaker with 18 hour playback, deep bass and IPX6 splash resistance. Tuned for punchy bass with a clear mid range for podcasts and calls. Lightweight build that slips easily into a laptop bag or jacket pocket.",speaker bluetooth wireless audio bass portable jbl bluetooth speaker
PRD369,Decathlon Skipping Rope Plus,Sports,Decathlon,237.0,4.1,Decathlon Skipping Rope Plus. Adjustable speed skipping rope with ball bearings and foam grips. Built for daily training as well as weekend matches. Sweat resistant finish wipes clean after every session.,skipping rope fitness cardio exercise decathlon skipping rope
PRD370,Biba Formal Shirt Plus,Fashion,Biba,1058.0,3.5,Biba Formal Shirt Plus. Wrinkle resistant formal shirt in a slim fit with a spread collar. Machine washable fabric that holds colour after repeated washes. Reinforced stitching at stress points for a longer life.,shirt formal office clothing slim biba formal shirt
PRD371,Lakme Body Lotion Max,Beauty,Lakme,268.0,4.7,"Lakme Body Lotion Max. Deep nourishing body lotion with shea butter for 40 hour softness. Formulated for Indian weather, from dry winters to humid monsoons. A little goes a long way, so one pack lasts for months.",lotion body skincare beauty nourishing lakme body lotion
PRD372,Biotique Hair Serum Lite M473,Beauty,Biotique,415.0,4.5,"Biotique Hair Serum Lite M473. Anti frizz hair serum with argan oil for smooth, shiny and manageable hair. Dermatologically tested and suitable for sensitive skin. Formulated for Indian weather, from dry winters to humid monsoons.",serum hair beauty frizz argan biotique hair serum
PRD373,Peter England Running Shorts 2.0 M474,Fashion,Peter England,527.0,3.6,"Peter England Running Shorts 2.0 M474. Quick dry running shorts with an elastic waistband and side pockets. Skin friendly dye, free from harsh azo chemicals. Reinforced stitching at stress points for a longer life.",shorts running sports clothing quickdry peter england running shorts
PRD374,Samsung Power Bank Max,Electronics,Samsung,1706.0,4.3,Samsung Power Bank Max. Fast charging power bank with 19000mAh capacity and dual output ports. Designed and tested in India for daily commute use. Tuned for punchy bass with a clear mid range for podcasts and calls.,powerbank charger battery portable fast samsung power bank
PRD375,Borosil Storage Container Set Lite,Home & Kitchen,Borosil,633.0,3.5,"Borosil Storage Container Set Lite. Airtight storage container set of 3, stackable and dishwasher safe. Food grade stainless steel with no plastic in contact with food. A practical gift for a new home or a wedding.",container storage kitchen airtight set borosil storage container set
PRD376,Sparx Formal Shirt M477,Fashion,Sparx,1189.0,4.7,Sparx Formal Shirt M477. Wrinkle resistant formal shirt in a slim fit with a spread collar. A staple piece that works from office desk to evening out. Pairs easily with both formal trousers and weekend denim.,shirt formal office clothing slim sparx formal shirt
PRD377,Adidas Skipping Rope Classic,Sports,Adidas,558.0,4.6,Adidas Skipping Rope Classic. Adjustable speed skipping rope with ball bearings and foam grips. Comes with a carry bag for easy storage and transport. Built for daily training as well as weekend matches.,skipping rope fitness cardio exercise adidas skipping rope
PRD378,Campus Dumbbell Set Max,Sports,Campus,2214.0,4.7,Campus Dumbbell Set Max. PVC coated dumbbell set of 5kg pairs with a knurled grip. Suits beginners while still holding up for regular players. Compact enough to carry to the gym or the park.,dumbbell fitness gym weights exercise campus dumbbell set
PRD379,Realme Smart Watch Lite,Electronics,Realme,3493.0,3.9,"Realme Smart Watch Lite. Smart watch with a 8 day battery, SpO2 tracking, heart rate monitor and call support. Comes with a one year manufacturer warranty and free doorstep service. Designed and tested in India for daily commute use.",watch smartwatch fitness tracker battery realme smart watch
PRD380,Cello Pressure Cooker Classic M481,Home & Kitchen,Cello,1074.0,4.7,Cello Pressure Cooker Classic M481. Induction friendly pressure cooker with a 4 litre capacity and safety valve. Compact enough to store on a regular kitchen shelf. Ergonomic handle stays cool while cooking.,cooker kitchen cooking induction steel cello pressure cooker
PRD381,Peter England Running Shorts Max M482,Fashion,Peter England,406.0,4.1,"Peter England Running Shorts Max M482. Quick dry running shorts with an elastic waistband and side pockets. Pairs easily with both formal trousers and weekend denim. Skin friendly dye, free from harsh azo chemicals.",shorts running sports clothing quickdry peter england running shorts
PRD382,Realme USB-C Cable Pro,Electronics,Realme,247.0,3.3,Realme USB-C Cable Pro. Braided USB C fast charging cable rated for 80W with reinforced connectors. Comes with a one year manufacturer warranty and free doorstep service. Type C fast charging gives a full day of use from a ten minute top up.,cable usbc charging fast braided realme usb-c cable
PRD383,Apple USB-C Cable Lite,Electronics,Apple,199.0,4.6,Apple USB-C Cable Lite. Braided USB C fast charging cable rated for 30W with reinforced connectors. Designed and tested in India for daily commute use. Lightweight build that slips easily into a laptop bag or jacket pocket.,cable usbc charging fast braided apple usb-c cable
PRD384,Puma Cotton Kurta Pro,Fashion,Puma,701.0,4.8,"Puma Cotton Kurta Pro. Breathable cotton kurta with a regular fit, ideal for daily wear and festive occasions. Machine washable fabric that holds colour after repeated washes. Pairs easily with both formal trousers and weekend denim.",kurta cotton ethnic clothing comfortable puma cotton kurta
PRD385,OnePlus Smart Watch 2.0,Electronics,OnePlus,2378.0,3.3,"OnePlus Smart Watch 2.0. Smart watch with a 7 day battery, SpO2 tracking, heart rate monitor and call support. Lightweight build that slips easily into a laptop bag or jacket pocket. Comes with a one year manufacturer warranty and free doorstep service.",watch smartwatch fitness tracker battery oneplus smart watch
PRD386,Bata Cotton Kurta 2.0,Fashion,Bata,1023.0,3.6,"Bata Cotton Kurta 2.0. Breathable cotton kurta with a regular fit, ideal for daily wear and festive occasions. Pairs easily with both formal trousers and weekend denim. A staple piece that works from office desk to evening out.",kurta cotton ethnic clothing comfortable bata cotton kurta
PRD387,Realme Wired Earphones Max M488,Electronics,Realme,315.0,3.6,"Realme Wired Earphones Max M488. In ear wired earphones with a moulded fit, tangle free cable and inline mic. Pairs instantly over Bluetooth 5.3 and remembers the last two devices. Lightweight build that slips easily into a laptop bag or jacket pocket.",earphones wired audio music mic realme wired earphones
PRD388,Rupa Data Science Guide,Books,Rupa,437.0,3.2,"Rupa Data Science Guide. A practical guide to data science with Python, covering pandas and machine learning. Printed on quality paper with a durable perfect bound spine. Includes an index and suggestions for further reading.",book python data science learning reading rupa data science guide
PRD389,Biba Cotton Kurta 2.0 M490,Fashion,Biba,1746.0,3.3,"Biba Cotton Kurta 2.0 M490. Breathable cotton kurta with a regular fit, ideal for daily wear and festive occasions. Machine washable fabric that holds colour after repeated washes. Skin friendly dye, free from harsh azo chemicals.",kurta cotton ethnic clothing comfortable biba cotton kurta
PRD390,Apple Bluetooth Speaker Classic M491,Electronics,Apple,1322.0,4.7,"Apple Bluetooth Speaker Classic M491. Portable bluetooth speaker with 16 hour playback, deep bass and IPX6 splash resistance. Environment noise cancellation makes voice calls clear on busy streets. Lightweight build that slips easily into a laptop bag or jacket pocket.",speaker bluetooth wireless audio bass portable apple bluetooth speaker
PRD391,Bata Sports Sandals 2.0,Fashion,Bata,1999.0,3.3,"Bata Sports Sandals 2.0. Durable sports sandals with adjustable straps and a cushioned anti-skid sole. Skin friendly dye, free from harsh azo chemicals. Available in a regular fit that suits most Indian body types.",sandals sports comfortable anti-skid outdoor bata sports sandals
PRD392,Pigeon Non-Stick Tawa Plus,Home & Kitchen,Pigeon,1205.0,3.6,"Pigeon Non-Stick Tawa Plus. Non stick tawa with a heat resistant handle, perfect for rotis and dosas. Compact enough to store on a regular kitchen shelf. Food grade stainless steel with no plastic in contact with food.",tawa kitchen cooking nonstick pan pigeon non-stick tawa
PRD393,Allen Solly Running Shorts Max,Fashion,Allen Solly,521.0,4.5,"Allen Solly Running Shorts Max. Quick dry running shorts with an elastic waistband and side pockets. Machine washable fabric that holds colour after repeated washes. Skin friendly dye, free from harsh azo chemicals.",shorts running sports clothing quickdry allen solly running shorts
PRD394,Butterfly Steel Lunch Box,Home & Kitchen,Butterfly,1799.0,3.7,Butterfly Steel Lunch Box. Leak proof stainless steel lunch box with 3 compartments and an insulated sleeve. Food grade stainless steel with no plastic in contact with food. Dishwasher safe and easy to clean after heavy Indian cooking.,lunchbox steel kitchen tiffin insulated butterfly steel lunch box
PRD395,Maybelline Body Lotion Lite,Beauty,Maybelline,618.0,4.3,Maybelline Body Lotion Lite. Deep nourishing body lotion with shea butter for 35 hour softness. Travel friendly pack that fits in a handbag. Cruelty free and never tested on animals.,lotion body skincare beauty nourishing maybelline body lotion
